当前价-0,成交总量-1,成交总额-2,持仓量-3,昨结算-4,成交笔数-5,市盈率1-6,开盘价-8,最高价-9,时间戳-G,最低价-a,今结算-b,前收盘-c,多档委买价-d,多档委买量-e,多档委卖价-f,多档委卖量-g,,
8.73,594214,520068300,0,0,0,6.72,8.85,8.9, 2018-07-16 14:11:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2255, 7704, 13771, 12587, 9391"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2977, 2329, 1398, 2462, 2605",59421400,8.752205434
8.72,594232,520083996,0,0,0,6.71,8.85,8.9, 2018-07-16 14:11:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2240, 7705, 13768, 12576, 9391"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2977, 2329, 1398, 2462, 2605",59423200,8.752204459
8.73,594365,520199999,0,0,0,6.72,8.85,8.9, 2018-07-16 14:11:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2158, 7715, 13768, 12576, 9391"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2950, 2329, 1398, 2462, 2632",59436500,8.752197707
8.72,594367,520201743,0,0,0,6.71,8.85,8.9, 2018-07-16 14:11:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2182, 7715, 13777, 12576, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2951, 2329, 1498, 2462, 2632",59436700,8.752197598
8.72,594372,520206103,0,0,0,6.71,8.85,8.9, 2018-07-16 14:11:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2179, 7698, 13777, 12581, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2951, 2329, 1498, 2462, 2632",59437200,8.752197328
8.72,594372,520206103,0,0,0,6.71,8.85,8.9, 2018-07-16 14:11:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2267, 7468, 13776, 12581, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2951, 2329, 1498, 2462, 2632",59437200,8.752197328
8.73,594404,520234037,0,0,0,6.72,8.85,8.9, 2018-07-16 14:11:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2377, 7488, 13836, 12571, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2921, 2368, 1498, 2462, 2632",59440400,8.752196099
8.72,594419,520247118,0,0,0,6.71,8.85,8.9, 2018-07-16 14:11:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2377, 7508, 13921, 12571, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2920, 2368, 1498, 2462, 2632",59441900,8.752195303
8.72,594440,520265430,0,0,0,6.71,8.85,8.9, 2018-07-16 14:11:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2553, 7662, 13921, 12571, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2920, 2368, 1498, 2462, 2632",59444000,8.752194166
8.73,594455,520278513,0,0,0,6.72,8.85,8.9, 2018-07-16 14:11:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2781, 7672, 13921, 12526, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2917, 2368, 1498, 2462, 2632",59445500,8.752193404
8.73,594467,520288989,0,0,0,6.72,8.85,8.9, 2018-07-16 14:11:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2785, 7672, 13921, 12526, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2905, 2368, 1498, 2462, 2632",59446700,8.752192956
8.72,594482,520302069,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2811, 7672, 13926, 12526, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2905, 2368, 1498, 2462, 2632",59448200,8.752192144
8.73,594538,520350912,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2766, 7672, 13935, 12526, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2894, 2368, 1498, 2462, 2632",59453800,8.752189297
8.72,594680,520474739,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2628, 7649, 13925, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2891, 2368, 1498, 2462, 2632",59468000,8.752181661
8.73,594683,520477357,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2627, 7654, 13928, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2889, 2368, 1498, 2462, 2632",59468300,8.752181532
8.72,594684,520478229,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2628, 7640, 13928, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2889, 2368, 1498, 2462, 2632",59468400,8.752181478
8.72,595020,520771221,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2323, 7702, 13928, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2889, 2368, 1498, 2462, 2632",59502000,8.752163305
8.73,595035,520784316,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2405, 7699, 13980, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2875, 2368, 1503, 2462, 2632",59503500,8.752162747
8.72,595057,520803500,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2443, 7699, 13895, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2875, 2368, 1503, 2462, 2632",59505700,8.752161558
8.72,595059,520805244,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2441, 7699, 13886, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2875, 2368, 1503, 2462, 2632",59505900,8.75216145
8.72,595059,520805244,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2448, 7699, 13886, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2876, 2368, 1503, 2462, 2632",59505900,8.75216145
8.72,595122,520860241,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2472, 7699, 13886, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2815, 2368, 1503, 2462, 2632",59512200,8.75215907
8.72,595240,520963153,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2372, 7729, 13891, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2799, 2368, 1503, 2462, 2632",59524000,8.752152964
8.72,595258,520978854,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2359, 7729, 13886, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2804, 2348, 1503, 2462, 2632",59525800,8.752152075
8.73,595789,521442416,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2383, 7729, 13938, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2274, 2348, 1503, 2462, 2632",59578900,8.752132315
8.72,595794,521446776,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2392, 7729, 13865, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2274, 2348, 1503, 2462, 2632",59579400,8.752132046
8.73,595896,521535820,0,0,0,6.72,8.85,8.9, 2018-07-16 14:12:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2446, 7729, 13875, 12519, 9392"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2174, 2348, 1503, 2462, 2632",59589600,8.752128224
8.72,595910,521548028,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2432, 7743, 13875, 12519, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2174, 2348, 1503, 2462, 2632",59591000,8.752127469
8.72,595911,521548900,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2489, 7773, 13875, 12519, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2192, 2365, 1503, 2462, 2632",59591100,8.752127415
8.72,595925,521561111,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2478, 7773, 13895, 12508, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2189, 2365, 1503, 2462, 2632",59592500,8.752126711
8.72,595939,521573323,0,0,0,6.71,8.85,8.9, 2018-07-16 14:12:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2468, 7803, 13887, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2226, 2365, 2013, 2462, 2632",59593900,8.752126023
8.73,595947,521580306,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2478, 7816, 13887, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2220, 2365, 2013, 2462, 2632",59594700,8.752125709
8.72,596024,521647507,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2458, 7821, 13887, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2163, 2365, 2013, 2479, 2632",59602400,8.752122515
8.72,596024,521647507,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2519, 7910, 13879, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2163, 2365, 2013, 2479, 2632",59602400,8.752122515
8.73,596040,521661474,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2518, 7900, 13879, 12438, 9388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2173, 2365, 2013, 2479, 2632",59604000,8.752121905
8.73,596049,521669325,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2624, 7915, 13863, 12438, 9387"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2218, 2365, 2013, 2479, 2632",59604900,8.75212147
8.72,596373,521951853,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2418, 7912, 13863, 12438, 9387"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2218, 2365, 2013, 2479, 2632",59637300,8.752104019
8.72,596400,521975397,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2470, 7932, 13895, 12438, 9387"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2218, 2365, 2013, 2479, 2632",59640000,8.752102565
8.72,596406,521980629,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2464, 7932, 13875, 12281, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2218, 2365, 2013, 2479, 2632",59640600,8.752102242
8.72,596438,522008563,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2482, 7932, 13870, 12281, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2188, 2365, 2013, 2479, 2632",59643800,8.752101023
8.73,596553,522108958,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2512, 7932, 13870, 12276, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2073, 2365, 2013, 2479, 2632",59655300,8.752096763
8.72,596564,522118560,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2511, 7932, 13788, 12276, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2063, 2365, 2013, 2479, 2632",59656400,8.752096338
8.72,596670,522210992,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2405, 7932, 13777, 12276, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2063, 2365, 2013, 2479, 2632",59667000,8.752090636
8.73,596675,522215357,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2485, 7932, 13777, 12276, 9287"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2059, 2365, 2013, 2479, 2632",59667500,8.752090451
8.72,596776,522303529,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2484, 7932, 13773, 12276, 9290"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1963, 2326, 2013, 2479, 2632",59677600,8.752086696
8.72,596787,522313121,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2477, 7941, 13773, 12276, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1963, 2326, 2013, 2479, 2632",59678700,8.752086104
8.72,596789,522314865,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2475, 7941, 13763, 12258, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1963, 2326, 2013, 2479, 2632",59678900,8.752085997
8.72,596833,522353263,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2461, 7941, 13764, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1933, 2326, 2013, 2479, 2632",59683300,8.752084134
8.72,596859,522375955,0,0,0,6.71,8.85,8.9, 2018-07-16 14:13:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2386, 7941, 13753, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1913, 2326, 2013, 2479, 2632",59685900,8.752083072
8.73,596862,522378572,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2381, 7941, 13757, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1912, 2326, 2013, 2479, 2632",59686200,8.752082927
8.73,596864,522380318,0,0,0,6.72,8.85,8.9, 2018-07-16 14:13:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2381, 7941, 13727, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1910, 2326, 2013, 2479, 2632",59686400,8.752082853
8.73,596940,522446641,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2396, 8035, 13727, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1861, 2326, 2013, 2479, 2632",59694000,8.752079623
8.72,596989,522489390,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2368, 8000, 13742, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1840, 2326, 2013, 2479, 2632",59698900,8.752077341
8.73,596999,522498118,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2411, 8000, 13762, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1832, 2326, 2013, 2479, 2632",59699900,8.752076938
8.72,597027,522522558,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2407, 8050, 13782, 12207, 9288"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1808, 2326, 2013, 2479, 2632",59702700,8.752075836
8.73,597373,522824295,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2106, 8050, 13792, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1784, 2326, 2013, 2479, 2632",59737300,8.752057676
8.72,597375,522826039,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2206, 8050, 13797, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1785, 2326, 2013, 2479, 2632",59737500,8.752057569
8.72,597387,522836512,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2203, 8053, 13798, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1776, 2326, 2013, 2479, 2632",59738700,8.752057075
8.72,597406,522853080,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2184, 8072, 13798, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1776, 2326, 2013, 2479, 2632",59740600,8.752056056
8.73,597429,522873137,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2212, 8074, 13753, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1775, 2326, 2013, 2479, 2632",59742900,8.752054838
8.73,597429,522873137,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2230, 8074, 13773, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1775, 2326, 2013, 2479, 2632",59742900,8.752054838
8.72,597432,522875753,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2476, 8074, 13773, 12207, 9276"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1775, 2326, 2013, 2479, 2632",59743200,8.752054677
8.72,597875,523262402,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2410, 8074, 13784, 12207, 9874"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1422, 2326, 2013, 2479, 2632",59787500,8.75203683
8.72,597891,523276354,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2396, 8279, 13725, 12207, 9874"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1423, 2326, 2013, 2479, 2632",59789100,8.752035973
8.73,597903,523286819,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2385, 8279, 13731, 12207, 9873"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1422, 2326, 2013, 2479, 2632",59790300,8.752035347
8.73,597903,523286819,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2386, 8279, 13736, 12207, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1422, 2326, 2013, 2479, 2632",59790300,8.752035347
8.73,597924,523305150,0,0,0,6.72,8.85,8.9, 2018-07-16 14:14:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2384, 8261, 13736, 12207, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1404, 2326, 2013, 2479, 2632",59792400,8.75203454
8.72,597936,523315614,0,0,0,6.71,8.85,8.9, 2018-07-16 14:14:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2372, 8261, 13736, 12202, 9862"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1404, 2326, 2013, 2479, 2632",59793600,8.752033897
