当前价-0,成交总量-1,成交总额-2,持仓量-3,昨结算-4,成交笔数-5,市盈率1-6,开盘价-8,最高价-9,时间戳-G,最低价-a,今结算-b,前收盘-c,多档委买价-d,多档委买量-e,多档委卖价-f,多档委卖量-g,,
8.72,608608,532628715,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1981, 8500, 12856, 12338, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2201, 2562, 2422, 2421, 2605",60860800,8.751589118
8.73,608758,532759645,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1971, 8500, 12885, 12338, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2072, 2562, 2422, 2421, 2605",60875800,8.75158347
8.72,608774,532773597,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1990, 8514, 12890, 12338, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2072, 2562, 2422, 2421, 2605",60877400,8.75158264
8.73,608786,532784073,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2000, 8514, 12890, 12340, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2060, 2562, 2422, 2421, 2605",60878600,8.751582214
8.73,608842,532832935,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1974, 8537, 12889, 12340, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2040, 2562, 2422, 2421, 2605",60884200,8.751579802
8.73,608895,532879166,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1943, 8537, 12817, 12340, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2025, 2562, 2422, 2421, 2605",60889500,8.7515773
8.72,608919,532900094,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1914, 8537, 12817, 12340, 8386"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2025, 2569, 2422, 2421, 2605",60891900,8.751576055
8.72,608941,532919281,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1896, 8537, 12817, 12340, 8386"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2022, 2569, 2422, 2421, 2605",60894100,8.751574964
8.72,609315,533245409,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1527, 8491, 12817, 12340, 8386"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2023, 2569, 2422, 2421, 2605",60931500,8.751555583
8.73,609553,533452981,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1280, 8491, 12817, 12340, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1987, 2569, 2422, 2421, 2605",60955300,8.751543853
8.72,609565,533463445,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1268, 8501, 12817, 12340, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1987, 2569, 2422, 2421, 2605",60956500,8.751543232
8.72,609574,533471293,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1287, 8501, 12817, 12338, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1987, 2569, 2422, 2421, 2605",60957400,8.751542766
8.73,609581,533477402,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1285, 8501, 12807, 12338, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1991, 2569, 2422, 2421, 2605",60958100,8.751542486
8.73,609581,533477402,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1285, 8511, 12812, 12333, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2492, 2569, 2422, 2421, 2605",60958100,8.751542486
8.72,609591,533486122,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1270, 8511, 12812, 12333, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2492, 2569, 2422, 2421, 2605",60959100,8.751541968
8.72,609602,533495714,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1256, 8511, 12844, 12334, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3292, 2569, 2422, 2421, 2605",60960200,8.751541399
8.72,609623,533514026,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1235, 8711, 12854, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3300, 2569, 2422, 2421, 2605",60962300,8.751540313
8.72,609629,533519259,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1235, 8711, 12848, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3315, 2569, 2422, 2421, 2605",60962900,8.751540019
8.72,609816,533682323,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1056, 8711, 12848, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3317, 2569, 2422, 2421, 2605",60981600,8.751530347
8.72,609826,533691043,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1046, 8711, 12848, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3317, 2569, 2422, 2421, 2605",60982600,8.75152983
8.72,609870,533729413,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1004, 8711, 12838, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3315, 2569, 2422, 2421, 2605",60987000,8.751527588
8.72,609871,533730285,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1003, 8711, 12838, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3316, 2569, 2422, 2421, 2605",60987100,8.751527536
8.72,609888,533745109,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1020, 8711, 12838, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3316, 2569, 2422, 2421, 2605",60988800,8.751526657
8.73,609914,533767805,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1018, 8711, 12840, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3293, 2569, 2422, 2421, 2605",60991400,8.751525707
8.73,610021,533861114,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 916, 8702, 12850, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3288, 2569, 2422, 2421, 2605",61002100,8.751520259
8.72,610050,533886403,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 888, 8703, 12481, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3287, 2569, 2422, 2421, 2605",61005000,8.751518777
8.72,610124,533950936,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 819, 8703, 12481, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3283, 2569, 2422, 2421, 2605",61012400,8.751515036
8.72,610143,533967510,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 803, 8707, 12481, 12334, 8376"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3277, 2569, 2422, 2421, 2605",61014300,8.751514153
8.73,610467,534250074,0,0,0,6.72,8.85,8.9, 2018-07-16 14:24:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 515, 8707, 12470, 12334, 8376"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3241, 2569, 2422, 2421, 2605",61046700,8.751498017
8.72,610499,534277978,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 485, 8707, 12489, 12334, 8386"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3242, 2569, 2422, 2421, 2605",61049900,8.751496366
8.72,610501,534279723,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 484, 8707, 12493, 12363, 8388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3241, 2569, 2422, 2421, 2605",61050100,8.751496279
8.72,610609,534373899,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 376, 8657, 12491, 12363, 8382"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3251, 2569, 2422, 2421, 2605",61060900,8.751490708
8.72,610612,534376515,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 375, 8657, 12491, 12363, 8382"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3251, 2569, 2422, 2421, 2605",61061200,8.751490554
8.72,610674,534430589,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 365, 8657, 12491, 12363, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3241, 2569, 2422, 2421, 2605",61067400,8.75148752
8.72,610721,534471573,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 414, 8657, 12491, 12363, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3241, 2569, 2422, 2421, 2605",61072100,8.751485097
8.72,610741,534489013,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 422, 8657, 12491, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3242, 2569, 2422, 2421, 2618",61074100,8.751484066
8.72,610772,534516045,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 391, 8655, 12491, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3242, 2569, 2422, 2421, 2618",61077200,8.751482468
8.73,610943,534665326,0,0,0,6.72,8.85,8.9, 2018-07-16 14:24:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 429, 8655, 12506, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3074, 2569, 2422, 2421, 2608",61094300,8.751476423
8.72,610954,534674918,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 418, 8655, 12593, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3074, 2569, 2422, 2421, 2608",61095400,8.751475856
8.72,610970,534688870,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 427, 8655, 12668, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3074, 2562, 2422, 2421, 2608",61097000,8.751475032
8.72,610982,534699334,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 415, 8655, 12668, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3074, 2562, 2422, 2421, 2608",61098200,8.751474413
8.72,611152,534847679,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 363, 8676, 12678, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2970, 2562, 2422, 2421, 2608",61115200,8.751467376
8.73,611167,534860763,0,0,0,6.72,8.85,8.9, 2018-07-16 14:24:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 412, 8684, 12515, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2966, 2562, 2422, 2421, 2608",61116700,8.75146667
8.72,611197,534886933,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 392, 8684, 12515, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2956, 2562, 2422, 2421, 2608",61119700,8.751465289
8.72,611235,534920076,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 466, 8684, 12515, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2950, 2562, 2422, 2421, 2608",61123500,8.751463447
8.72,611306,534981989,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 516, 8684, 12550, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2949, 2562, 2422, 2421, 2608",61130600,8.751459809
8.73,611541,535187144,0,0,0,6.72,8.85,8.9, 2018-07-16 14:24:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 518, 8684, 12550, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2766, 2562, 2422, 2421, 2608",61154100,8.751451563
8.72,611589,535229000,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 470, 8684, 12548, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2766, 2562, 2422, 2421, 2608",61158900,8.751449094
8.72,611594,535233360,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 465, 8684, 12553, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2766, 2562, 2422, 2421, 2608",61159400,8.751448837
8.72,611634,535268240,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 466, 8684, 12561, 12353, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2766, 2565, 2422, 2421, 2608",61163400,8.75144678
8.72,611694,535320560,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 436, 8684, 12561, 12353, 8341"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2766, 2565, 2422, 2421, 2608",61169400,8.751443696
8.73,611715,535338882,0,0,0,6.72,8.85,8.9, 2018-07-16 14:25:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 453, 8634, 12561, 12353, 8341"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2757, 2565, 2422, 2421, 2608",61171500,8.75144278
8.72,611744,535364170,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 434, 8634, 12561, 12353, 8341"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2767, 2555, 2422, 2421, 2608",61174400,8.751441289
8.72,611745,535365042,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 450, 8634, 12550, 12353, 8341"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2780, 2555, 2422, 2421, 2608",61174500,8.751441238
8.72,611747,535366786,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 498, 8634, 12550, 12353, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2780, 2555, 2422, 2421, 2608",61174700,8.751441135
8.72,611777,535392950,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 482, 8661, 12560, 12353, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2778, 2555, 2422, 2421, 2608",61177700,8.751439659
8.72,611787,535401670,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 477, 8661, 12560, 12353, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2778, 2555, 2422, 2421, 2608",61178700,8.751439145
8.72,611796,535409519,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 480, 8659, 12560, 12353, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2870, 2555, 2427, 2421, 2608",61179600,8.751438699
8.73,611829,535438317,0,0,0,6.72,8.85,8.9, 2018-07-16 14:25:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 495, 8659, 12564, 12353, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2859, 2555, 2427, 2421, 2608",61182900,8.751437362
8.73,611839,535447047,0,0,0,6.72,8.85,8.9, 2018-07-16 14:25:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 495, 8659, 12564, 12353, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2850, 2555, 2427, 2421, 2608",61183900,8.751437012
8.72,611842,535449663,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 502, 8659, 12569, 12376, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3150, 2555, 2427, 2421, 2608",61184200,8.751436858
8.72,611875,535478439,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 472, 8659, 12562, 12399, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3160, 2555, 2427, 2421, 2608",61187500,8.751435162
8.72,611892,535493268,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 464, 8650, 12562, 12397, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3155, 2555, 2427, 2421, 2608",61189200,8.751434371
8.72,611905,535504611,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 458, 8650, 12570, 12397, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3149, 2555, 2427, 2421, 2608",61190500,8.751433817
8.72,611906,535505483,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 482, 8650, 12584, 12397, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3150, 2555, 2427, 2421, 2608",61190600,8.751433766
8.72,611911,535509843,0,0,0,6.71,8.85,8.9, 2018-07-16 14:25:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 477, 8722, 12579, 12397, 8344"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3154, 2555, 2427, 2421, 2608",61191100,8.751433509
8.73,611937,535532516,0,0,0,6.72,8.85,8.9, 2018-07-16 14:25:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 459, 8722, 12579, 12386, 8334"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3147, 2555, 2427, 2421, 2608",61193700,8.75143219
8.72,611938,535533388,0,0,0,6.71,8.85,8.9, 2018-07-16 14:26:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 458, 8714, 12579, 12386, 8334"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3147, 2555, 2427, 2421, 2608",61193800,8.751432139
8.72,611953,535546471,0,0,0,6.71,8.85,8.9, 2018-07-16 14:26:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 446, 8694, 12578, 12386, 8334"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3149, 2555, 2427, 2421, 2608",61195300,8.751431417
